PR number,open,close,days_to_close
53757,2023-01-12T15:51:33.000Z,null,null
53755,2023-01-12T15:37:41.000Z,null,null
53754,2023-01-12T15:28:09.000Z,null,null
53752,2023-01-12T14:01:55.000Z,2023-03-29T00:30:33.000Z,75.47821759259259
53750,2023-01-12T13:21:54.000Z,2023-01-16T08:26:10.000Z,3.79462962962963
53749,2023-01-12T12:57:48.000Z,null,null
53748,2023-01-12T12:09:49.000Z,null,null
53747,2023-01-12T12:05:43.000Z,2023-01-13T08:43:00.000Z,0.859224537037037
53746,2023-01-12T11:59:07.000Z,2023-01-23T12:03:24.000Z,11.002974537037037
53745,2023-01-12T11:51:07.000Z,2023-01-13T08:43:41.000Z,0.869837962962963
53743,2023-01-12T10:26:32.000Z,2023-01-12T18:07:06.000Z,0.31983796296296296
53742,2023-01-12T10:12:48.000Z,2023-01-27T10:22:30.000Z,15.006736111111111
53740,2023-01-12T09:56:10.000Z,2023-01-16T15:53:40.000Z,4.248263888888889
53739,2023-01-12T09:27:21.000Z,2023-01-12T11:46:39.000Z,0.0967361111111111
53738,2023-01-12T09:17:03.000Z,2023-01-19T11:03:51.000Z,7.074166666666667
53736,2023-01-12T08:51:01.000Z,null,null
53735,2023-01-12T08:27:22.000Z,2023-01-12T13:58:58.000Z,0.23027777777777778
53734,2023-01-12T08:17:11.000Z,2023-01-12T11:46:19.000Z,0.1452314814814815
53733,2023-01-12T07:27:03.000Z,2023-01-13T08:44:11.000Z,1.053564814814815
53732,2023-01-12T06:42:24.000Z,2023-01-19T09:16:35.000Z,7.107071759259259
53731,2023-01-12T06:18:28.000Z,2023-02-23T08:26:34.000Z,42.08895833333333
53730,2023-01-12T06:17:48.000Z,2023-01-27T19:24:43.000Z,15.546469907407408
53727,2023-01-11T23:56:56.000Z,2023-01-23T15:16:05.000Z,11.63829861111111
53726,2023-01-11T23:07:30.000Z,2023-02-01T18:29:21.000Z,20.806840277777777
53725,2023-01-11T22:28:59.000Z,2023-01-12T09:00:06.000Z,0.43827546296296294
53724,2023-01-11T21:40:00.000Z,2023-01-12T09:00:25.000Z,0.47251157407407407
53722,2023-01-11T20:16:59.000Z,2023-01-12T11:14:56.000Z,0.6235763888888889
53721,2023-01-11T18:26:16.000Z,2023-01-12T18:07:45.000Z,0.9871412037037037
53719,2023-01-11T16:48:46.000Z,2023-01-18T08:56:04.000Z,6.6717361111111115
53718,2023-01-11T16:41:52.000Z,2023-01-12T12:31:13.000Z,0.8259375
53717,2023-01-11T16:24:54.000Z,2023-01-24T08:43:59.000Z,12.679918981481482
53716,2023-01-11T16:00:51.000Z,2023-03-13T13:04:26.000Z,60.877488425925925
53714,2023-01-11T15:34:10.000Z,2023-02-27T16:31:05.000Z,47.03952546296296
53713,2023-01-11T15:29:24.000Z,null,null
53711,2023-01-11T15:03:42.000Z,2023-01-11T16:10:46.000Z,0.04657407407407407
53710,2023-01-11T14:43:00.000Z,2023-02-20T01:46:45.000Z,39.4609375
53709,2023-01-11T14:34:37.000Z,2023-01-18T22:18:38.000Z,7.322233796296296
53708,2023-01-11T14:34:07.000Z,2023-02-20T01:43:14.000Z,39.46466435185185
53705,2023-01-11T14:26:14.000Z,2023-01-12T08:27:36.000Z,0.7509490740740741
53704,2023-01-11T14:24:13.000Z,2023-03-21T13:48:45.000Z,68.97537037037037
53703,2023-01-11T13:53:54.000Z,2023-01-12T12:30:58.000Z,0.9424074074074074
53702,2023-01-11T13:53:02.000Z,2023-01-17T21:50:17.000Z,6.331423611111111
53701,2023-01-11T13:48:37.000Z,2023-01-11T14:48:24.000Z,0.0415162037037037
53699,2023-01-11T13:09:32.000Z,2023-02-27T18:41:34.000Z,47.230578703703706
53695,2023-01-11T11:00:41.000Z,2023-01-13T08:43:19.000Z,1.9046064814814814
53694,2023-01-11T10:49:04.000Z,2023-01-24T14:34:35.000Z,13.156608796296297
53693,2023-01-11T10:34:48.000Z,2023-01-24T23:46:18.000Z,13.549652777777778
53692,2023-01-11T10:23:25.000Z,null,null
53690,2023-01-11T10:02:00.000Z,2023-01-18T08:56:14.000Z,6.954328703703704
53688,2023-01-11T07:06:52.000Z,2023-03-27T21:20:50.000Z,75.63469907407408
53687,2023-01-11T04:58:43.000Z,2023-01-26T10:04:34.000Z,15.212395833333334
53686,2023-01-10T23:26:36.000Z,2023-01-11T01:42:03.000Z,0.0940625
53685,2023-01-10T22:44:54.000Z,2023-02-17T04:55:49.000Z,37.25758101851852
53684,2023-01-10T22:28:22.000Z,2023-01-26T19:33:12.000Z,15.87835648148148
53683,2023-01-10T21:46:21.000Z,2023-01-11T08:41:29.000Z,0.4549537037037037
53682,2023-01-10T21:34:35.000Z,2023-01-11T03:24:10.000Z,0.2427662037037037
53681,2023-01-10T21:31:18.000Z,2023-01-11T00:23:58.000Z,0.11990740740740741
53679,2023-01-10T20:31:53.000Z,null,null
53678,2023-01-10T19:39:24.000Z,2023-01-13T12:47:28.000Z,2.713935185185185
53677,2023-01-10T18:23:26.000Z,2023-01-13T12:02:07.000Z,2.735196759259259
53675,2023-01-10T18:01:20.000Z,2023-01-12T19:19:35.000Z,2.054340277777778
53672,2023-01-10T16:56:15.000Z,2023-01-13T12:00:14.000Z,2.7944328703703705
53671,2023-01-10T16:28:56.000Z,2023-01-11T09:54:43.000Z,0.7262384259259259
53670,2023-01-10T15:53:54.000Z,2023-01-10T23:22:33.000Z,0.3115625
53669,2023-01-10T15:28:01.000Z,2023-01-11T10:45:52.000Z,0.8040625
53668,2023-01-10T14:56:04.000Z,2023-01-12T12:45:55.000Z,1.9096180555555555
53667,2023-01-10T14:35:16.000Z,2023-01-17T21:49:47.000Z,7.301747685185185
53666,2023-01-10T14:19:10.000Z,2023-02-06T09:10:55.000Z,26.7859375
53665,2023-01-10T13:13:06.000Z,2023-01-10T13:15:13.000Z,0.0014699074074074074
53664,2023-01-10T13:10:28.000Z,2023-01-11T08:40:44.000Z,0.8126851851851852
53662,2023-01-10T12:56:59.000Z,2023-01-10T14:07:21.000Z,0.04886574074074074
53661,2023-01-10T12:35:43.000Z,2023-01-11T12:06:10.000Z,0.9794791666666667
53660,2023-01-10T12:18:51.000Z,2023-02-13T08:48:45.000Z,33.85409722222222
53659,2023-01-10T11:48:03.000Z,2023-01-11T10:26:09.000Z,0.943125
53658,2023-01-10T11:31:56.000Z,2023-03-26T00:30:24.000Z,74.54060185185185
53657,2023-01-10T11:21:20.000Z,2023-01-10T14:06:34.000Z,0.11474537037037037
53653,2023-01-10T10:38:27.000Z,2023-01-10T12:49:32.000Z,0.09103009259259259
53649,2023-01-10T09:58:41.000Z,2023-01-12T11:46:54.000Z,2.075150462962963
53648,2023-01-10T08:18:09.000Z,2023-01-10T09:27:54.000Z,0.0484375
53647,2023-01-10T07:26:33.000Z,2023-01-11T08:42:12.000Z,1.0525347222222223
53646,2023-01-10T07:19:54.000Z,2023-01-11T08:40:37.000Z,1.0560532407407408
53645,2023-01-10T06:11:28.000Z,2023-02-20T08:43:21.000Z,41.10547453703704
53644,2023-01-10T04:28:17.000Z,2023-02-20T08:48:17.000Z,41.18055555555556
53641,2023-01-10T03:47:16.000Z,2023-03-04T08:19:27.000Z,53.1890162037037
53640,2023-01-10T00:24:49.000Z,2023-03-26T14:12:42.000Z,75.61658564814815
53639,2023-01-10T00:20:38.000Z,2023-01-11T08:40:15.000Z,1.3469560185185185
53638,2023-01-10T00:15:02.000Z,2023-03-25T00:30:40.000Z,74.01085648148148
53637,2023-01-09T21:57:56.000Z,2023-01-10T08:58:02.000Z,0.45840277777777777
53635,2023-01-09T20:22:07.000Z,2023-01-12T11:11:32.000Z,2.617650462962963
53634,2023-01-09T19:00:51.000Z,2023-02-10T21:45:14.000Z,32.11415509259259
53633,2023-01-09T18:00:51.000Z,2023-01-12T16:12:55.000Z,2.9250462962962964
53632,2023-01-09T16:55:19.000Z,2023-02-22T07:51:56.000Z,43.622650462962966
53631,2023-01-09T16:51:54.000Z,2023-02-09T10:14:53.000Z,30.72429398148148
53629,2023-01-09T15:37:34.000Z,2023-01-09T23:19:01.000Z,0.3204513888888889
53628,2023-01-09T15:28:21.000Z,2023-01-27T10:21:20.000Z,17.78679398148148
53627,2023-01-09T15:25:56.000Z,2023-01-10T15:10:08.000Z,0.9890277777777777
53626,2023-01-09T15:16:10.000Z,2023-01-10T08:26:13.000Z,0.7153125
53624,2023-01-09T14:38:24.000Z,2023-03-28T00:29:51.000Z,77.45239583333333
53623,2023-01-09T14:03:52.000Z,2023-01-11T08:42:00.000Z,1.7764814814814816
53622,2023-01-09T13:56:14.000Z,2023-01-09T18:19:40.000Z,0.1829398148148148
53621,2023-01-09T13:54:40.000Z,2023-01-23T19:54:21.000Z,14.249780092592593
53620,2023-01-09T13:52:07.000Z,2023-01-11T08:39:57.000Z,1.7832175925925926
53619,2023-01-09T13:38:06.000Z,2023-01-09T22:05:59.000Z,0.35269675925925925
53618,2023-01-09T13:08:15.000Z,2023-01-10T08:58:54.000Z,0.8268402777777778
53616,2023-01-09T12:39:13.000Z,2023-01-26T10:08:34.000Z,16.895381944444445
53615,2023-01-09T12:19:30.000Z,2023-01-09T16:21:11.000Z,0.16783564814814814
53614,2023-01-09T12:16:11.000Z,2023-01-20T10:58:48.000Z,10.946261574074073
53611,2023-01-09T11:36:46.000Z,2023-01-12T13:15:49.000Z,3.0687847222222224
53609,2023-01-09T11:10:17.000Z,2023-01-09T17:06:58.000Z,0.24769675925925927
53608,2023-01-09T10:59:34.000Z,2023-01-10T12:29:16.000Z,1.0622916666666666
53606,2023-01-09T10:45:21.000Z,2023-02-20T08:47:50.000Z,41.918391203703706
53603,2023-01-09T10:12:57.000Z,2023-01-09T18:19:50.000Z,0.3381134259259259
53602,2023-01-09T10:09:32.000Z,2023-01-09T16:19:09.000Z,0.25667824074074075
53601,2023-01-09T09:55:22.000Z,2023-01-09T10:29:51.000Z,0.023946759259259258
53600,2023-01-09T09:26:29.000Z,2023-01-13T16:46:30.000Z,4.30556712962963
53599,2023-01-09T09:08:42.000Z,2023-01-10T08:25:37.000Z,0.9700810185185185
53598,2023-01-09T08:33:30.000Z,2023-01-26T09:40:00.000Z,17.046180555555555
53597,2023-01-09T08:23:08.000Z,2023-01-09T14:01:28.000Z,0.2349537037037037
53596,2023-01-09T07:56:21.000Z,2023-01-30T07:53:19.000Z,20.99789351851852
53595,2023-01-09T07:44:58.000Z,2023-01-10T08:24:08.000Z,1.0271990740740742
53594,2023-01-09T07:40:35.000Z,2023-01-10T08:26:38.000Z,1.0319791666666667
53593,2023-01-09T07:18:07.000Z,2023-01-16T09:01:28.000Z,7.071770833333333
53592,2023-01-09T07:10:11.000Z,2023-01-10T08:26:29.000Z,1.0529861111111112
53591,2023-01-09T03:40:21.000Z,2023-01-19T21:32:42.000Z,10.7446875
53590,2023-01-09T01:32:59.000Z,2023-02-03T02:01:52.000Z,25.02005787037037
53589,2023-01-08T21:03:49.000Z,2023-01-10T22:32:44.000Z,2.061747685185185
53588,2023-01-08T21:03:35.000Z,2023-01-09T18:19:58.000Z,0.8863773148148149
53586,2023-01-08T12:34:00.000Z,null,null
53585,2023-01-08T12:33:51.000Z,2023-02-23T08:25:40.000Z,45.827650462962964
53583,2023-01-08T01:18:15.000Z,2023-01-08T18:29:18.000Z,0.7160069444444445
53582,2023-01-07T23:45:39.000Z,2023-01-20T11:17:45.000Z,12.480625
53581,2023-01-07T22:50:47.000Z,2023-01-11T17:32:43.000Z,3.77912037037037
53580,2023-01-07T22:37:22.000Z,2023-01-11T17:55:19.000Z,3.8041319444444444
53578,2023-01-07T19:15:07.000Z,2023-01-09T11:19:46.000Z,1.6698958333333334
53577,2023-01-07T09:21:30.000Z,2023-02-24T06:11:50.000Z,47.868287037037035
53576,2023-01-07T09:14:25.000Z,null,null
53575,2023-01-07T09:01:32.000Z,2023-02-24T11:34:26.000Z,48.106180555555554
53574,2023-01-07T08:58:58.000Z,2023-01-26T17:12:35.000Z,19.342789351851852
53573,2023-01-07T08:58:34.000Z,2023-01-09T18:48:46.000Z,2.4098611111111112
53572,2023-01-07T04:25:43.000Z,2023-01-19T12:48:43.000Z,12.349305555555556
53571,2023-01-06T21:15:33.000Z,2023-01-09T17:07:29.000Z,2.8277314814814813
53569,2023-01-06T20:17:32.000Z,null,null
53567,2023-01-06T18:36:39.000Z,2023-01-12T18:09:02.000Z,5.98082175925926
53565,2023-01-06T16:58:01.000Z,2023-01-23T19:55:49.000Z,17.123472222222222
53564,2023-01-06T16:49:11.000Z,2023-03-07T10:12:41.000Z,59.72465277777778
53563,2023-01-06T16:31:37.000Z,2023-01-10T13:42:41.000Z,3.8826851851851854
53562,2023-01-06T15:03:12.000Z,2023-01-09T09:14:06.000Z,2.7575694444444445
53561,2023-01-06T14:46:55.000Z,2023-01-10T12:49:17.000Z,3.9183101851851854
53560,2023-01-06T14:42:31.000Z,2023-01-11T08:39:47.000Z,4.748101851851852
53558,2023-01-06T13:48:56.000Z,null,null
53557,2023-01-06T13:18:50.000Z,2023-01-10T18:05:54.000Z,4.199351851851852
53554,2023-01-06T10:51:59.000Z,2023-01-11T16:44:28.000Z,5.244780092592593
53553,2023-01-06T09:55:39.000Z,2023-01-10T01:36:04.000Z,3.6530671296296298
53551,2023-01-06T08:47:44.000Z,2023-01-12T09:01:06.000Z,6.009282407407407
53550,2023-01-06T08:16:09.000Z,2023-01-20T00:49:11.000Z,13.689606481481482
53547,2023-01-06T06:08:18.000Z,2023-01-09T18:20:56.000Z,3.508773148148148
53545,2023-01-06T00:25:53.000Z,2023-01-08T18:51:47.000Z,2.767986111111111
53543,2023-01-05T21:13:00.000Z,2023-01-10T22:50:14.000Z,5.067523148148148
53542,2023-01-05T20:40:38.000Z,2023-01-24T18:04:46.000Z,18.89175925925926
53541,2023-01-05T19:49:52.000Z,2023-01-13T13:37:15.000Z,7.741238425925926
53540,2023-01-05T19:35:20.000Z,null,null
53539,2023-01-05T19:14:19.000Z,2023-01-10T12:29:23.000Z,4.718796296296296
53538,2023-01-05T18:11:49.000Z,2023-01-05T23:28:34.000Z,0.21996527777777777
53534,2023-01-05T15:24:01.000Z,2023-01-23T09:59:47.000Z,17.774837962962962
53532,2023-01-05T14:48:51.000Z,2023-01-10T09:30:46.000Z,4.779108796296296
53530,2023-01-05T14:04:46.000Z,2023-01-17T16:00:17.000Z,12.080219907407407
53529,2023-01-05T13:52:34.000Z,2023-01-11T08:39:34.000Z,5.782638888888889
53528,2023-01-05T13:21:32.000Z,2023-01-24T08:44:10.000Z,18.80738425925926
53526,2023-01-05T13:13:34.000Z,2023-01-08T18:47:04.000Z,3.2315972222222222
53525,2023-01-05T12:51:34.000Z,2023-01-05T14:39:18.000Z,0.07481481481481482
53524,2023-01-05T11:24:07.000Z,2023-01-05T13:00:10.000Z,0.0667013888888889
53523,2023-01-05T11:08:43.000Z,null,null
53521,2023-01-05T10:35:09.000Z,2023-01-09T11:18:04.000Z,4.0298032407407405
53519,2023-01-05T09:54:40.000Z,2023-01-13T11:00:58.000Z,8.046041666666667
53518,2023-01-05T09:43:49.000Z,2023-01-18T10:48:13.000Z,13.044722222222223
53517,2023-01-05T09:26:14.000Z,2023-01-05T17:16:05.000Z,0.3262847222222222
53515,2023-01-05T07:53:12.000Z,2023-01-05T11:43:00.000Z,0.15958333333333333
53512,2023-01-05T05:50:12.000Z,2023-01-09T09:14:22.000Z,4.141782407407407
53511,2023-01-04T23:26:00.000Z,2023-01-20T13:35:29.000Z,15.589918981481482
53510,2023-01-04T22:59:51.000Z,2023-03-24T00:29:56.000Z,78.06255787037037
53509,2023-01-04T22:33:45.000Z,2023-01-06T21:40:02.000Z,1.9626967592592592
53508,2023-01-04T22:30:34.000Z,2023-01-19T11:52:24.000Z,14.556828703703705
53507,2023-01-04T21:38:58.000Z,2023-01-05T11:43:17.000Z,0.5863310185185185
53504,2023-01-04T20:36:49.000Z,2023-01-23T19:51:22.000Z,18.9684375
53502,2023-01-04T19:48:26.000Z,null,null
53501,2023-01-04T17:18:30.000Z,2023-01-10T12:29:32.000Z,5.799328703703703
53499,2023-01-04T16:27:06.000Z,2023-03-02T20:38:09.000Z,57.17434027777778
53498,2023-01-04T16:10:25.000Z,2023-01-26T11:12:37.000Z,21.793194444444445
53496,2023-01-04T15:36:30.000Z,2023-01-09T09:14:35.000Z,4.734780092592593
53493,2023-01-04T15:02:31.000Z,2023-01-04T17:16:15.000Z,0.09287037037037037
53491,2023-01-04T14:59:32.000Z,2023-01-23T20:02:30.000Z,19.21039351851852
53489,2023-01-04T14:40:14.000Z,2023-01-11T16:44:51.000Z,7.086539351851852
53486,2023-01-04T12:47:21.000Z,2023-01-23T15:15:22.000Z,19.10278935185185
53485,2023-01-04T11:13:11.000Z,2023-01-06T13:33:38.000Z,2.097534722222222
53484,2023-01-04T11:08:11.000Z,2023-03-16T08:18:00.000Z,70.88181712962962
53483,2023-01-04T11:00:52.000Z,2023-01-04T11:02:11.000Z,0.0009143518518518518
53482,2023-01-04T11:00:51.000Z,2023-01-04T15:51:06.000Z,0.2015625
53481,2023-01-04T10:54:28.000Z,2023-01-04T13:23:53.000Z,0.10376157407407408
53480,2023-01-04T10:36:34.000Z,2023-02-22T20:48:31.000Z,49.42496527777778
53478,2023-01-04T09:36:10.000Z,null,null
53477,2023-01-04T09:33:43.000Z,2023-01-04T10:19:25.000Z,0.03173611111111111
53476,2023-01-04T09:28:30.000Z,2023-01-25T14:55:02.000Z,21.22675925925926
53473,2023-01-04T07:48:27.000Z,2023-01-30T10:06:25.000Z,26.095810185185186
53472,2023-01-04T07:32:34.000Z,2023-01-31T10:16:47.000Z,27.11403935185185
53471,2023-01-04T04:41:01.000Z,2023-01-04T11:50:21.000Z,0.29814814814814816
53469,2023-01-04T00:52:33.000Z,2023-01-04T18:50:18.000Z,0.7484375
53467,2023-01-03T23:37:05.000Z,2023-01-04T22:06:28.000Z,0.9370717592592592
53463,2023-01-03T17:08:20.000Z,2023-01-09T15:38:09.000Z,5.937372685185185
53462,2023-01-03T16:32:56.000Z,2023-01-04T09:34:19.000Z,0.7092939814814815
53461,2023-01-03T16:25:21.000Z,2023-01-05T11:43:25.000Z,1.804212962962963
53459,2023-01-03T16:12:20.000Z,2023-01-04T13:48:17.000Z,0.8999652777777778
53457,2023-01-03T15:54:26.000Z,2023-01-03T16:18:56.000Z,0.017013888888888887
53456,2023-01-03T15:34:34.000Z,2023-01-04T00:20:37.000Z,0.3653125
53454,2023-01-03T14:30:10.000Z,2023-01-04T09:34:07.000Z,0.7944097222222222
53453,2023-01-03T14:17:00.000Z,2023-01-04T13:24:26.000Z,0.9634953703703704
53452,2023-01-03T14:12:20.000Z,2023-01-03T22:12:07.000Z,0.33318287037037037
53450,2023-01-03T13:57:57.000Z,2023-01-24T13:49:44.000Z,20.99429398148148
53449,2023-01-03T13:36:03.000Z,2023-01-03T16:16:46.000Z,0.1116087962962963
53448,2023-01-03T13:35:17.000Z,2023-01-09T11:18:11.000Z,5.904791666666667
53447,2023-01-03T13:25:53.000Z,2023-01-12T18:08:15.000Z,9.196087962962963
53445,2023-01-03T13:07:48.000Z,2023-01-10T16:05:06.000Z,7.123125
53444,2023-01-03T12:30:51.000Z,2023-01-20T00:51:22.000Z,16.514247685185186
53443,2023-01-03T12:21:37.000Z,2023-01-16T12:06:25.000Z,12.989444444444445
53442,2023-01-03T11:51:31.000Z,2023-01-11T08:39:24.000Z,7.866585648148148
53441,2023-01-03T11:40:38.000Z,2023-03-14T10:17:14.000Z,69.94208333333333
53440,2023-01-03T10:56:44.000Z,2023-01-09T18:21:18.000Z,6.308726851851852
53436,2023-01-03T10:05:33.000Z,2023-01-04T09:33:57.000Z,0.9780555555555556
53435,2023-01-03T10:03:04.000Z,2023-01-03T12:36:47.000Z,0.10674768518518518
53432,2023-01-03T09:40:34.000Z,2023-01-04T09:33:50.000Z,0.9953240740740741
53431,2023-01-03T09:28:04.000Z,2023-01-03T12:37:24.000Z,0.13148148148148148
53429,2023-01-03T08:58:20.000Z,null,null
53427,2023-01-03T08:33:16.000Z,2023-01-03T11:28:56.000Z,0.12199074074074075
53426,2023-01-03T07:44:39.000Z,2023-01-03T10:06:45.000Z,0.09868055555555555
53422,2023-01-02T16:08:38.000Z,2023-01-03T10:04:00.000Z,0.7467824074074074
53420,2023-01-02T14:29:43.000Z,2023-01-18T08:56:52.000Z,15.768854166666667
53418,2023-01-02T12:42:02.000Z,2023-01-04T13:24:35.000Z,2.029548611111111
53416,2023-01-02T12:02:56.000Z,2023-01-13T13:05:41.000Z,11.043576388888889
53415,2023-01-02T11:25:53.000Z,2023-01-03T12:23:46.000Z,1.0401967592592594
53414,2023-01-02T09:41:05.000Z,2023-01-04T09:33:36.000Z,1.9948032407407408
53413,2023-01-02T07:58:09.000Z,2023-01-03T16:50:23.000Z,1.3696064814814815
53412,2023-01-02T02:23:02.000Z,2023-01-03T10:03:25.000Z,1.3197106481481482
53411,2023-01-02T02:06:18.000Z,2023-01-02T23:18:13.000Z,0.883275462962963
53410,2023-01-01T19:35:55.000Z,2023-01-27T10:21:38.000Z,25.61508101851852
53409,2023-01-01T16:40:17.000Z,null,null
53408,2023-01-01T14:29:50.000Z,null,null
53406,2023-01-01T00:56:27.000Z,2023-01-26T19:55:45.000Z,25.791180555555556
53405,2022-12-31T18:12:28.000Z,2023-02-22T18:14:05.000Z,53.00112268518519
53404,2022-12-31T17:22:04.000Z,2023-01-09T11:41:18.000Z,8.763356481481482
53403,2022-12-31T16:59:24.000Z,2023-01-04T00:19:40.000Z,3.305740740740741
53402,2022-12-31T13:05:06.000Z,2023-01-09T15:24:10.000Z,9.096574074074073
53401,2022-12-31T11:28:51.000Z,2023-01-02T01:38:43.000Z,1.5901851851851851
53400,2022-12-31T11:18:08.000Z,2023-01-10T08:23:59.000Z,9.8790625
53398,2022-12-30T15:57:52.000Z,2023-01-04T16:29:24.000Z,5.021898148148148
53397,2022-12-30T14:42:19.000Z,null,null
53396,2022-12-30T14:21:19.000Z,2023-03-08T06:48:04.000Z,67.68524305555556
53395,2022-12-30T13:21:30.000Z,2023-01-03T23:49:30.000Z,4.436111111111111
53394,2022-12-30T13:15:19.000Z,2023-01-12T09:01:42.000Z,12.823877314814816
53393,2022-12-30T11:44:48.000Z,2022-12-30T12:43:54.000Z,0.041041666666666664
53392,2022-12-30T11:30:53.000Z,2023-01-03T10:03:16.000Z,3.9391550925925927
53391,2022-12-30T09:54:52.000Z,2023-01-14T08:22:40.000Z,14.935972222222222
53390,2022-12-30T09:23:44.000Z,2023-01-05T09:33:47.000Z,6.0069791666666665
53389,2022-12-30T09:09:23.000Z,2022-12-30T10:53:22.000Z,0.07221064814814815
53388,2022-12-29T13:57:49.000Z,2022-12-29T14:53:56.000Z,0.038969907407407404
53387,2022-12-29T13:52:47.000Z,2022-12-30T11:11:06.000Z,0.8877199074074074
53386,2022-12-29T12:52:56.000Z,2023-01-05T14:39:02.000Z,7.073680555555556
53383,2022-12-29T09:25:46.000Z,2023-01-03T10:03:09.000Z,5.025960648148148
53382,2022-12-29T09:23:55.000Z,2023-03-14T09:48:55.000Z,75.01736111111111
53381,2022-12-29T08:59:21.000Z,null,null
53380,2022-12-29T02:43:37.000Z,2023-01-04T18:40:56.000Z,6.664803240740741
53378,2022-12-28T19:04:50.000Z,2023-01-20T16:18:44.000Z,22.884652777777777
53377,2022-12-28T17:55:01.000Z,2022-12-29T13:42:02.000Z,0.8243171296296297
53376,2022-12-28T17:18:35.000Z,2022-12-28T18:01:57.000Z,0.03011574074074074
53374,2022-12-28T16:49:55.000Z,null,null
53373,2022-12-28T15:29:03.000Z,2022-12-28T17:47:25.000Z,0.09608796296296296
53372,2022-12-28T14:24:33.000Z,2023-01-03T10:02:55.000Z,5.818310185185185
53371,2022-12-28T13:58:33.000Z,2023-01-20T15:12:16.000Z,23.05119212962963
53370,2022-12-28T13:49:36.000Z,2022-12-28T15:04:03.000Z,0.05170138888888889
53369,2022-12-28T13:01:48.000Z,2023-01-03T10:02:45.000Z,5.875659722222222
53368,2022-12-28T12:29:25.000Z,2023-02-23T09:49:54.000Z,56.88922453703704
53367,2022-12-28T12:16:37.000Z,2022-12-31T08:58:29.000Z,2.8624074074074075
53365,2022-12-28T12:07:00.000Z,2023-01-26T10:00:30.000Z,28.912152777777777
53364,2022-12-28T11:10:42.000Z,2023-01-09T18:21:40.000Z,12.299282407407407
53363,2022-12-28T10:57:37.000Z,2023-01-04T09:34:47.000Z,6.942476851851852
53359,2022-12-27T20:46:31.000Z,2023-01-09T09:15:08.000Z,12.519872685185184
53358,2022-12-27T20:00:57.000Z,2023-01-03T10:02:35.000Z,6.584467592592593
53357,2022-12-27T18:16:22.000Z,2023-03-22T08:33:43.000Z,84.59538194444444
53356,2022-12-27T18:09:21.000Z,2023-01-17T12:13:28.000Z,20.752858796296298
53355,2022-12-27T17:55:46.000Z,2023-01-17T12:13:03.000Z,20.762002314814815
53354,2022-12-27T15:48:22.000Z,2022-12-28T09:38:09.000Z,0.7429050925925926
53353,2022-12-27T15:41:46.000Z,2022-12-27T16:50:37.000Z,0.0478125
53352,2022-12-27T14:57:32.000Z,2023-01-04T15:51:39.000Z,8.037581018518518
53351,2022-12-27T12:49:52.000Z,2022-12-27T13:00:24.000Z,0.007314814814814815
53350,2022-12-27T12:44:37.000Z,2022-12-27T14:25:47.000Z,0.07025462962962963
53346,2022-12-27T00:21:30.000Z,null,null
53345,2022-12-26T22:22:27.000Z,2023-01-16T11:19:55.000Z,20.53990740740741
53344,2022-12-26T18:19:13.000Z,2022-12-29T16:40:30.000Z,2.9314467592592592
53341,2022-12-26T11:23:23.000Z,2023-01-03T10:02:10.000Z,7.943599537037037
53339,2022-12-26T05:29:43.000Z,2023-01-27T11:27:43.000Z,32.24861111111111
53338,2022-12-26T01:07:56.000Z,2023-01-20T08:03:26.000Z,25.288541666666667
53337,2022-12-26T00:56:01.000Z,2023-01-27T02:34:12.000Z,32.06818287037037
53336,2022-12-25T19:56:16.000Z,2023-01-03T10:02:02.000Z,8.587337962962962
53333,2022-12-24T12:10:37.000Z,null,null
53330,2022-12-23T22:09:54.000Z,2023-03-20T00:30:08.000Z,86.09738425925926
53329,2022-12-23T20:56:29.000Z,2023-03-18T00:30:20.000Z,84.14850694444445
53328,2022-12-23T14:56:49.000Z,2023-01-04T09:35:07.000Z,11.776597222222222
53327,2022-12-23T14:55:16.000Z,2023-01-17T23:50:16.000Z,25.37152777777778
53325,2022-12-23T14:31:09.000Z,2022-12-28T09:38:02.000Z,4.7964467592592595
53324,2022-12-23T11:45:18.000Z,2023-01-18T14:23:25.000Z,26.109803240740742
53323,2022-12-23T11:22:03.000Z,2023-01-23T19:52:39.000Z,31.354583333333334
53321,2022-12-23T00:24:18.000Z,2022-12-23T01:33:41.000Z,0.04818287037037037
53318,2022-12-22T21:31:17.000Z,2023-01-03T18:20:39.000Z,11.86761574074074
53314,2022-12-22T16:46:16.000Z,2022-12-22T17:17:46.000Z,0.021875
53313,2022-12-22T16:36:36.000Z,2023-01-17T12:18:13.000Z,25.82056712962963
53312,2022-12-22T15:05:01.000Z,2022-12-23T00:17:19.000Z,0.38354166666666667
53310,2022-12-22T14:26:42.000Z,2022-12-24T15:57:43.000Z,2.0632060185185184
53309,2022-12-22T13:38:55.000Z,2022-12-22T14:21:11.000Z,0.02935185185185185
53308,2022-12-22T12:25:11.000Z,2022-12-22T16:01:54.000Z,0.1504976851851852
53307,2022-12-22T12:09:08.000Z,2023-01-09T18:21:48.000Z,18.258796296296296
53305,2022-12-22T12:05:15.000Z,2023-02-20T01:34:14.000Z,59.56179398148148
53304,2022-12-22T11:51:26.000Z,2023-01-26T09:51:55.000Z,34.917002314814816
