PR number,open,close,days_to_close
52144,2022-11-10T13:15:25.000Z,2022-11-23T10:33:47.000Z,12.88775462962963
52143,2022-11-10T13:10:19.000Z,2022-11-10T14:48:39.000Z,0.06828703703703703
52142,2022-11-10T12:58:34.000Z,2022-12-12T14:00:38.000Z,32.04310185185185
52141,2022-11-10T12:46:16.000Z,2022-11-11T08:49:26.000Z,0.8355324074074074
52140,2022-11-10T12:40:17.000Z,2023-02-18T00:30:03.000Z,99.49289351851851
52138,2022-11-10T11:32:12.000Z,2022-11-10T12:30:12.000Z,0.04027777777777778
52137,2022-11-10T10:28:55.000Z,2023-01-10T06:58:11.000Z,60.853657407407404
52136,2022-11-10T10:08:30.000Z,2022-11-10T16:07:12.000Z,0.24909722222222222
52134,2022-11-10T09:56:26.000Z,2022-11-11T12:03:17.000Z,1.0880902777777777
52133,2022-11-10T09:42:50.000Z,2022-11-16T05:13:02.000Z,5.8126388888888885
52132,2022-11-10T09:26:55.000Z,2023-01-30T23:45:36.000Z,81.59630787037037
52130,2022-11-10T09:14:08.000Z,2022-11-10T15:54:15.000Z,0.2778587962962963
52129,2022-11-10T09:13:51.000Z,2022-11-11T03:41:43.000Z,0.7693518518518518
52128,2022-11-10T09:12:20.000Z,2022-11-22T10:09:21.000Z,12.039594907407407
52127,2022-11-10T07:31:13.000Z,2022-11-21T15:18:14.000Z,11.32431712962963
52126,2022-11-10T06:31:50.000Z,2022-11-10T07:08:39.000Z,0.02556712962962963
52124,2022-11-10T06:04:22.000Z,2022-11-14T12:06:21.000Z,4.251377314814815
52123,2022-11-10T00:40:16.000Z,2022-11-11T03:09:15.000Z,1.1034606481481481
52122,2022-11-09T23:47:32.000Z,2022-11-10T16:52:41.000Z,0.7119097222222223
52121,2022-11-09T20:51:21.000Z,2022-11-11T03:40:21.000Z,1.2840277777777778
52120,2022-11-09T18:18:36.000Z,2022-11-09T20:42:14.000Z,0.09974537037037037
52118,2022-11-09T16:09:28.000Z,2022-11-17T13:44:18.000Z,7.8991898148148145
52117,2022-11-09T15:39:00.000Z,null,null
52116,2022-11-09T15:12:32.000Z,2022-11-09T16:10:09.000Z,0.040011574074074074
52115,2022-11-09T15:01:27.000Z,2022-11-10T08:27:55.000Z,0.726712962962963
52112,2022-11-09T14:15:14.000Z,2022-11-11T08:48:08.000Z,1.7728472222222222
52110,2022-11-09T13:14:57.000Z,2023-02-21T00:30:55.000Z,103.46942129629629
52109,2022-11-09T12:43:12.000Z,2022-11-17T06:42:28.000Z,7.7494907407407405
52108,2022-11-09T12:30:07.000Z,2022-12-27T14:32:08.000Z,48.0847337962963
52107,2022-11-09T12:12:21.000Z,2022-11-16T10:18:43.000Z,6.921087962962963
52106,2022-11-09T11:54:20.000Z,2022-12-27T14:32:23.000Z,48.10975694444444
52104,2022-11-09T11:31:35.000Z,2022-11-09T14:20:07.000Z,0.11703703703703704
52100,2022-11-09T09:57:03.000Z,2023-03-29T00:30:47.000Z,139.64842592592592
52098,2022-11-09T09:06:03.000Z,2022-11-10T10:54:46.000Z,1.0754976851851852
52097,2022-11-09T09:01:13.000Z,2023-01-12T18:08:24.000Z,64.37998842592593
52096,2022-11-09T08:51:48.000Z,2022-11-09T13:42:45.000Z,0.2020486111111111
52093,2022-11-09T05:30:23.000Z,2023-01-23T11:03:10.000Z,75.23109953703704
52091,2022-11-09T00:26:54.000Z,2022-11-14T11:05:27.000Z,5.4434375
52090,2022-11-08T22:05:24.000Z,2022-11-30T10:29:23.000Z,21.516655092592593
52089,2022-11-08T20:42:09.000Z,2022-11-11T16:43:42.000Z,2.8344097222222224
52088,2022-11-08T20:19:17.000Z,2023-01-28T00:30:45.000Z,80.17462962962964
52087,2022-11-08T19:52:56.000Z,2022-11-14T20:56:31.000Z,6.044155092592592
52086,2022-11-08T19:31:21.000Z,2022-11-08T20:41:11.000Z,0.04849537037037037
52084,2022-11-08T18:10:36.000Z,2022-11-22T03:54:00.000Z,13.405138888888889
52082,2022-11-08T17:29:27.000Z,2022-11-08T20:13:22.000Z,0.11383101851851851
52078,2022-11-08T15:30:30.000Z,2023-01-03T16:52:28.000Z,56.056921296296295
52077,2022-11-08T15:30:18.000Z,2023-01-18T11:10:56.000Z,70.81988425925925
52076,2022-11-08T15:26:37.000Z,2022-11-15T12:17:21.000Z,6.868564814814815
52072,2022-11-08T14:23:54.000Z,null,null
52071,2022-11-08T14:22:25.000Z,2022-11-09T16:50:31.000Z,1.1028472222222223
52070,2022-11-08T14:04:56.000Z,2022-11-09T09:46:20.000Z,0.8204166666666667
52069,2022-11-08T13:53:14.000Z,2022-11-09T09:45:52.000Z,0.8282175925925926
52068,2022-11-08T13:00:28.000Z,null,null
52067,2022-11-08T12:58:09.000Z,2022-11-08T13:01:26.000Z,0.0022800925925925927
52066,2022-11-08T12:44:56.000Z,2022-11-09T09:45:13.000Z,0.8751967592592592
52064,2022-11-08T12:36:01.000Z,2022-11-09T09:45:07.000Z,0.8813194444444444
52063,2022-11-08T12:31:00.000Z,2022-11-09T09:44:53.000Z,0.8846412037037037
52062,2022-11-08T12:08:49.000Z,2022-11-08T13:37:30.000Z,0.061585648148148146
52061,2022-11-08T11:27:48.000Z,2022-11-09T02:12:49.000Z,0.6145949074074074
52060,2022-11-08T11:20:48.000Z,2022-11-08T21:38:20.000Z,0.4288425925925926
52058,2022-11-08T10:23:22.000Z,2022-11-11T08:46:46.000Z,2.932916666666667
52054,2022-11-08T08:59:20.000Z,2022-11-08T18:22:09.000Z,0.3908449074074074
52053,2022-11-08T08:59:13.000Z,2022-11-09T09:40:01.000Z,1.0283333333333333
52052,2022-11-08T08:40:08.000Z,2022-11-08T15:57:36.000Z,0.3037962962962963
52051,2022-11-08T08:26:00.000Z,2022-11-09T09:44:44.000Z,1.054675925925926
52050,2022-11-08T08:14:48.000Z,2023-01-20T15:11:40.000Z,73.28949074074075
52048,2022-11-08T07:46:42.000Z,2022-11-09T15:09:21.000Z,1.3073958333333333
52047,2022-11-08T07:40:33.000Z,2022-11-09T09:34:35.000Z,1.079189814814815
52046,2022-11-08T06:17:30.000Z,2022-11-09T09:44:30.000Z,1.14375
52045,2022-11-08T05:48:22.000Z,2022-11-09T09:27:51.000Z,1.1524189814814816
52044,2022-11-08T05:32:10.000Z,2022-11-09T15:44:28.000Z,1.4252083333333334
52043,2022-11-08T02:37:50.000Z,2022-11-30T02:37:50.000Z,22
52042,2022-11-07T22:40:26.000Z,2022-11-17T17:53:43.000Z,9.800891203703705
52039,2022-11-07T21:24:49.000Z,2022-11-09T11:39:58.000Z,1.5938541666666666
52038,2022-11-07T21:20:48.000Z,2022-11-17T15:56:05.000Z,9.774502314814814
52037,2022-11-07T21:09:49.000Z,2022-11-22T03:54:44.000Z,14.28119212962963
52036,2022-11-07T20:50:56.000Z,2023-02-24T18:12:48.000Z,108.89018518518519
52035,2022-11-07T20:47:57.000Z,2023-03-29T11:46:38.000Z,141.66575231481482
52034,2022-11-07T19:54:38.000Z,2023-02-08T02:00:21.000Z,92.25396990740741
52033,2022-11-07T19:42:58.000Z,2022-11-07T21:10:04.000Z,0.06048611111111111
52032,2022-11-07T19:36:36.000Z,null,null
52031,2022-11-07T17:39:31.000Z,2022-12-02T10:31:51.000Z,24.70300925925926
52030,2022-11-07T16:46:55.000Z,2022-11-14T11:16:17.000Z,6.770393518518518
52029,2022-11-07T16:28:17.000Z,2022-11-08T12:20:21.000Z,0.8278240740740741
52028,2022-11-07T16:11:21.000Z,2022-12-20T10:57:39.000Z,42.782152777777775
52027,2022-11-07T16:11:20.000Z,2022-11-08T09:41:25.000Z,0.729224537037037
52026,2022-11-07T15:05:48.000Z,2022-11-08T09:48:55.000Z,0.7799421296296296
52025,2022-11-07T14:46:16.000Z,2022-11-23T17:22:16.000Z,16.108333333333334
52024,2022-11-07T14:46:14.000Z,2022-11-08T02:12:55.000Z,0.4768634259259259
52023,2022-11-07T14:40:10.000Z,2022-11-14T13:13:29.000Z,6.939803240740741
52020,2022-11-07T13:59:01.000Z,2022-11-08T09:48:47.000Z,0.8262268518518519
52019,2022-11-07T13:18:33.000Z,2022-11-09T16:48:29.000Z,2.145787037037037
52016,2022-11-07T11:37:44.000Z,2022-11-08T09:48:39.000Z,0.9242476851851852
52015,2022-11-07T11:18:59.000Z,2022-11-17T00:49:54.000Z,9.563136574074074
52014,2022-11-07T10:40:26.000Z,2022-11-08T09:48:30.000Z,0.9639351851851852
52013,2022-11-07T10:17:20.000Z,2022-11-08T09:47:46.000Z,0.9794675925925926
52012,2022-11-07T09:37:57.000Z,2023-01-19T10:18:52.000Z,73.02841435185185
52011,2022-11-07T09:13:37.000Z,2022-12-09T10:06:29.000Z,32.036712962962966
52010,2022-11-07T09:03:09.000Z,2022-11-08T09:47:25.000Z,1.0307407407407407
52008,2022-11-07T08:14:41.000Z,2022-11-07T10:13:53.000Z,0.08277777777777778
52007,2022-11-07T07:26:21.000Z,2022-11-11T08:46:27.000Z,4.055625
52006,2022-11-07T06:31:12.000Z,2022-11-08T09:47:07.000Z,1.1360532407407407
52005,2022-11-07T05:45:56.000Z,2022-11-21T21:09:47.000Z,14.6415625
52004,2022-11-06T22:06:14.000Z,2022-11-07T20:20:02.000Z,0.92625
52003,2022-11-06T20:19:14.000Z,2022-11-07T14:09:12.000Z,0.7430324074074074
52002,2022-11-06T16:18:02.000Z,2022-11-08T09:46:41.000Z,1.7282291666666667
52001,2022-11-06T15:48:31.000Z,2022-11-07T10:16:10.000Z,0.7692013888888889
52000,2022-11-06T14:12:53.000Z,2022-11-08T18:30:03.000Z,2.178587962962963
51999,2022-11-06T13:28:13.000Z,2022-11-08T21:10:27.000Z,2.3209953703703703
51996,2022-11-06T13:12:45.000Z,2022-11-08T19:44:33.000Z,2.2720833333333332
51995,2022-11-06T13:06:04.000Z,2022-11-07T14:04:01.000Z,1.0402430555555555
51993,2022-11-05T22:24:07.000Z,2022-11-08T09:46:28.000Z,2.4738541666666665
51992,2022-11-05T21:53:23.000Z,2022-11-08T09:46:16.000Z,2.4950578703703705
51991,2022-11-05T17:51:10.000Z,2022-11-07T03:27:07.000Z,1.3999652777777778
51990,2022-11-05T15:09:41.000Z,2022-11-05T17:44:14.000Z,0.10732638888888889
51988,2022-11-05T12:21:01.000Z,null,null
51985,2022-11-05T09:01:42.000Z,2022-11-15T12:06:47.000Z,10.128530092592593
51983,2022-11-05T06:35:13.000Z,2022-11-08T09:52:02.000Z,3.1366782407407405
51981,2022-11-05T02:02:50.000Z,2022-11-10T13:48:07.000Z,5.489780092592593
51980,2022-11-05T01:40:29.000Z,2022-11-09T09:25:09.000Z,4.322685185185185
51979,2022-11-05T00:26:22.000Z,2022-11-07T08:49:12.000Z,2.3491898148148147
51976,2022-11-04T20:58:17.000Z,2022-11-19T00:19:16.000Z,14.13957175925926
51975,2022-11-04T19:15:49.000Z,2022-11-16T16:02:04.000Z,11.86545138888889
51974,2022-11-04T18:27:44.000Z,2022-11-05T12:29:01.000Z,0.7508912037037037
51972,2022-11-04T17:30:49.000Z,2022-11-05T07:41:25.000Z,0.5906944444444444
51971,2022-11-04T17:18:27.000Z,2022-11-11T03:39:44.000Z,6.431446759259259
51969,2022-11-04T15:44:57.000Z,2022-11-07T08:50:18.000Z,2.7120486111111113
51968,2022-11-04T15:43:19.000Z,2022-11-05T18:55:39.000Z,1.1335648148148147
51967,2022-11-04T15:41:10.000Z,2022-11-08T09:46:08.000Z,3.7534490740740742
51966,2022-11-04T15:30:11.000Z,2022-11-05T07:41:46.000Z,0.6747106481481482
51965,2022-11-04T13:34:59.000Z,2022-11-05T10:12:21.000Z,0.8592824074074074
51964,2022-11-04T13:05:06.000Z,2022-11-05T18:56:43.000Z,1.2441782407407407
51963,2022-11-04T12:42:57.000Z,2023-02-22T17:39:58.000Z,110.20626157407408
51962,2022-11-04T12:19:12.000Z,2022-11-22T12:08:50.000Z,17.992800925925927
51961,2022-11-04T12:14:54.000Z,2022-11-04T14:51:18.000Z,0.10861111111111112
51959,2022-11-04T10:37:36.000Z,2022-11-25T19:03:21.000Z,21.35121527777778
51958,2022-11-04T10:11:19.000Z,2022-11-05T18:56:50.000Z,1.3649421296296296
51957,2022-11-04T09:56:15.000Z,2022-11-23T20:36:31.000Z,19.44462962962963
51956,2022-11-04T04:31:39.000Z,2023-01-08T18:33:00.000Z,65.58427083333333
51955,2022-11-04T03:58:00.000Z,2022-12-12T09:08:13.000Z,38.21542824074074
51954,2022-11-04T01:49:30.000Z,2023-01-22T00:29:59.000Z,78.9447800925926
51953,2022-11-03T22:21:18.000Z,2022-11-05T18:56:57.000Z,1.8580902777777777
51952,2022-11-03T21:12:04.000Z,2022-11-17T19:59:40.000Z,13.949722222222222
51950,2022-11-03T20:33:24.000Z,2022-11-07T20:49:05.000Z,4.010891203703704
51949,2022-11-03T20:12:34.000Z,null,null
51948,2022-11-03T19:04:27.000Z,2022-11-07T19:59:30.000Z,4.0382291666666665
51947,2022-11-03T16:19:59.000Z,2022-11-16T13:18:48.000Z,12.87417824074074
51946,2022-11-03T15:12:19.000Z,2022-11-05T18:57:17.000Z,2.156226851851852
51945,2022-11-03T14:36:50.000Z,2022-11-03T21:38:48.000Z,0.2930324074074074
51943,2022-11-03T14:34:32.000Z,2022-11-04T09:00:23.000Z,0.7679513888888889
51942,2022-11-03T14:29:23.000Z,2022-11-05T18:57:25.000Z,2.1861342592592594
51941,2022-11-03T14:28:57.000Z,2022-11-04T08:59:24.000Z,0.7711458333333333
51940,2022-11-03T13:45:41.000Z,2022-11-03T14:39:17.000Z,0.03722222222222222
51937,2022-11-03T12:17:22.000Z,2022-11-15T15:43:42.000Z,12.143287037037037
51936,2022-11-03T11:38:14.000Z,2022-12-23T13:54:07.000Z,50.09436342592593
51934,2022-11-03T11:33:31.000Z,2022-12-02T14:04:58.000Z,29.105173611111113
51932,2022-11-03T09:56:20.000Z,2022-11-17T10:16:09.000Z,14.013761574074074
51930,2022-11-03T09:39:27.000Z,2022-11-04T09:16:56.000Z,0.984363425925926
51929,2022-11-03T09:35:49.000Z,2022-11-11T09:26:46.000Z,7.993715277777778
51928,2022-11-03T09:08:50.000Z,2022-11-04T08:59:11.000Z,0.9932986111111111
51927,2022-11-03T09:06:47.000Z,2022-11-08T09:57:18.000Z,5.035081018518518
51926,2022-11-03T08:25:44.000Z,2022-11-05T18:57:41.000Z,2.4388541666666668
51925,2022-11-03T05:55:38.000Z,2022-11-17T09:56:14.000Z,14.167083333333334
51924,2022-11-03T04:06:59.000Z,2023-03-06T00:30:59.000Z,122.85
51923,2022-11-03T02:50:51.000Z,2022-11-07T08:50:27.000Z,4.249722222222222
51922,2022-11-03T01:07:11.000Z,2022-11-08T09:45:45.000Z,5.360115740740741
51921,2022-11-03T00:23:52.000Z,2022-11-04T15:02:27.000Z,1.6101273148148147
51920,2022-11-03T00:23:31.000Z,2022-11-17T18:35:56.000Z,14.758622685185186
51919,2022-11-02T23:51:59.000Z,2022-11-10T08:50:57.000Z,7.374282407407407
51918,2022-11-02T22:12:07.000Z,2022-11-04T09:18:21.000Z,1.4626620370370371
51917,2022-11-02T22:09:48.000Z,2022-11-18T16:46:53.000Z,15.775752314814815
51916,2022-11-02T21:49:16.000Z,2022-11-04T08:58:43.000Z,1.4648958333333333
51911,2022-11-02T19:56:42.000Z,2022-12-05T17:30:54.000Z,32.89875
51910,2022-11-02T19:54:39.000Z,2023-01-20T01:43:44.000Z,78.24241898148148
51909,2022-11-02T19:31:13.000Z,2022-11-04T11:19:07.000Z,1.658263888888889
51908,2022-11-02T19:27:36.000Z,null,null
51907,2022-11-02T19:22:25.000Z,2023-01-11T06:22:48.000Z,69.45859953703703
51906,2022-11-02T18:43:40.000Z,2022-12-04T18:23:34.000Z,31.986041666666665
51905,2022-11-02T18:40:28.000Z,2022-11-03T09:23:50.000Z,0.6134490740740741
51903,2022-11-02T18:12:30.000Z,2022-11-10T15:11:09.000Z,7.8740625
51902,2022-11-02T18:02:40.000Z,2023-02-09T00:30:07.000Z,98.2690625
51901,2022-11-02T16:55:50.000Z,2022-11-08T09:45:33.000Z,5.7011921296296295
51900,2022-11-02T15:26:29.000Z,2022-11-22T04:02:45.000Z,19.525185185185187
51899,2022-11-02T14:35:41.000Z,2023-01-18T15:03:24.000Z,77.01924768518519
51898,2022-11-02T13:48:21.000Z,2022-11-02T14:47:09.000Z,0.04083333333333333
51897,2022-11-02T13:35:49.000Z,2022-11-25T16:08:37.000Z,23.10611111111111
51896,2022-11-02T13:26:49.000Z,2022-11-14T08:21:19.000Z,11.787847222222222
51894,2022-11-02T13:05:33.000Z,2022-11-02T18:33:20.000Z,0.22762731481481482
51892,2022-11-02T12:09:37.000Z,2022-11-02T18:34:21.000Z,0.26717592592592593
51891,2022-11-02T11:39:19.000Z,2022-11-03T12:58:13.000Z,1.0547916666666666
51890,2022-11-02T11:36:58.000Z,2022-11-08T09:45:16.000Z,5.922430555555556
51889,2022-11-02T11:29:15.000Z,2022-11-02T14:14:40.000Z,0.11487268518518519
51888,2022-11-02T11:26:53.000Z,2022-11-02T13:10:06.000Z,0.07167824074074074
51887,2022-11-02T11:03:02.000Z,2022-11-03T09:24:03.000Z,0.9312615740740741
51886,2022-11-02T10:53:16.000Z,2022-11-02T21:08:00.000Z,0.42689814814814814
51885,2022-11-02T10:48:35.000Z,2023-03-23T08:41:01.000Z,140.91141203703702
51884,2022-11-02T10:23:40.000Z,2022-11-08T09:45:09.000Z,5.973252314814815
51883,2022-11-02T09:35:35.000Z,2022-11-03T09:07:20.000Z,0.9803819444444445
51882,2022-11-02T09:29:25.000Z,2023-01-17T00:29:46.000Z,75.62524305555556
51881,2022-11-02T08:15:04.000Z,2022-11-20T06:58:03.000Z,17.946516203703705
51880,2022-11-02T07:34:07.000Z,2022-11-22T04:03:12.000Z,19.853530092592592
51879,2022-11-02T07:03:52.000Z,null,null
51878,2022-11-02T06:57:07.000Z,null,null
51877,2022-11-02T06:28:41.000Z,2022-12-22T06:55:12.000Z,50.01841435185185
51876,2022-11-02T06:12:35.000Z,2022-11-02T18:36:11.000Z,0.5163888888888889
51875,2022-11-02T05:37:24.000Z,2022-11-02T09:30:52.000Z,0.16212962962962962
51871,2022-11-01T21:18:41.000Z,2022-11-23T11:59:41.000Z,21.611805555555556
51869,2022-11-01T18:11:34.000Z,2022-11-02T13:10:19.000Z,0.7907986111111112
51868,2022-11-01T17:59:06.000Z,2022-11-01T18:12:22.000Z,0.009212962962962963
51867,2022-11-01T17:19:26.000Z,2022-11-14T10:12:32.000Z,12.703541666666666
51866,2022-11-01T17:15:20.000Z,2022-12-14T09:03:32.000Z,42.65847222222222
51865,2022-11-01T17:03:52.000Z,2022-11-02T10:49:33.000Z,0.7400578703703704
51864,2022-11-01T16:48:10.000Z,2022-11-02T06:40:24.000Z,0.5779398148148148
51861,2022-11-01T16:17:03.000Z,2022-11-03T07:31:26.000Z,1.634988425925926
51860,2022-11-01T16:02:51.000Z,2023-01-26T01:06:14.000Z,85.37734953703703
51859,2022-11-01T15:32:05.000Z,2023-02-18T00:30:05.000Z,108.37361111111112
51856,2022-11-01T14:48:24.000Z,2022-11-10T10:08:27.000Z,8.805590277777778
51854,2022-11-01T13:36:07.000Z,2022-11-01T14:15:24.000Z,0.027280092592592592
51853,2022-11-01T13:34:40.000Z,2022-11-02T06:40:33.000Z,0.7124189814814815
51852,2022-11-01T13:22:08.000Z,2022-11-03T09:05:49.000Z,1.8220023148148148
51851,2022-11-01T13:08:35.000Z,2022-11-03T09:24:15.000Z,1.8442129629629629
51850,2022-11-01T13:01:21.000Z,2022-11-02T14:26:44.000Z,1.0592939814814815
51849,2022-11-01T12:49:46.000Z,null,null
51848,2022-11-01T12:39:52.000Z,2022-11-05T18:57:32.000Z,4.2622685185185185
51847,2022-11-01T12:23:25.000Z,2022-11-17T23:41:58.000Z,16.471215277777777
51845,2022-11-01T12:19:10.000Z,2022-11-03T14:54:57.000Z,2.10818287037037
51843,2022-11-01T11:31:10.000Z,2022-11-22T09:29:46.000Z,20.915694444444444
51841,2022-11-01T11:15:23.000Z,2022-11-03T12:03:53.000Z,2.0336805555555557
51840,2022-11-01T10:27:38.000Z,2022-11-02T09:31:33.000Z,0.9610532407407407
51837,2022-11-01T08:18:55.000Z,2022-11-01T10:59:20.000Z,0.11140046296296297
51836,2022-11-01T07:56:18.000Z,2022-11-03T09:01:07.000Z,2.045011574074074
51835,2022-11-01T06:04:30.000Z,2022-11-07T18:00:32.000Z,6.49724537037037
51824,2022-10-31T21:50:45.000Z,2023-02-12T00:30:20.000Z,103.11082175925925
51823,2022-10-31T20:44:36.000Z,2022-11-01T09:03:18.000Z,0.5129861111111111
51822,2022-10-31T20:41:53.000Z,2022-11-02T06:41:00.000Z,1.4160532407407407
51817,2022-10-31T17:46:52.000Z,2022-11-02T06:41:18.000Z,1.537800925925926
51816,2022-10-31T17:46:45.000Z,2022-10-31T21:45:56.000Z,0.16609953703703703
51813,2022-10-31T15:27:04.000Z,2022-11-04T09:00:48.000Z,3.731759259259259
51812,2022-10-31T15:17:40.000Z,2022-11-02T06:41:42.000Z,1.641689814814815
51811,2022-10-31T14:48:50.000Z,2022-11-09T09:43:57.000Z,8.788275462962963
51810,2022-10-31T14:37:46.000Z,2022-11-10T14:28:06.000Z,9.993287037037037
51809,2022-10-31T14:01:07.000Z,2022-11-10T08:28:29.000Z,9.76900462962963
51808,2022-10-31T13:52:37.000Z,2022-11-22T22:55:10.000Z,22.37677083333333
51807,2022-10-31T13:27:19.000Z,2022-11-08T09:44:55.000Z,7.845555555555555
51806,2022-10-31T13:18:12.000Z,2022-10-31T14:29:15.000Z,0.049340277777777775
51805,2022-10-31T12:54:26.000Z,null,null
51803,2022-10-31T12:48:57.000Z,2022-11-28T20:56:40.000Z,28.338692129629628
51802,2022-10-31T12:27:55.000Z,2023-03-10T06:50:44.000Z,129.7658449074074
51801,2022-10-31T12:02:17.000Z,2022-11-02T09:31:48.000Z,1.8954976851851852
51800,2022-10-31T11:43:40.000Z,2022-11-01T09:02:41.000Z,0.8882060185185185
51799,2022-10-31T11:33:54.000Z,2022-10-31T13:18:20.000Z,0.07252314814814814
51795,2022-10-31T09:50:15.000Z,2023-03-21T00:29:44.000Z,140.61075231481482
51794,2022-10-31T09:18:16.000Z,2022-11-29T09:06:54.000Z,28.992106481481482
51793,2022-10-31T08:26:25.000Z,2022-11-14T15:37:04.000Z,14.2990625
51792,2022-10-31T08:22:50.000Z,2022-11-01T08:59:59.000Z,1.025798611111111
51790,2022-10-30T23:48:56.000Z,2023-01-24T20:54:17.000Z,85.87871527777777
51789,2022-10-30T22:26:29.000Z,2022-10-30T23:08:36.000Z,0.029247685185185186
51787,2022-10-30T20:56:14.000Z,2022-11-02T02:41:55.000Z,2.24005787037037
51786,2022-10-30T20:36:38.000Z,2022-11-14T11:37:47.000Z,14.625798611111112
51784,2022-10-30T12:38:41.000Z,2022-11-01T14:54:46.000Z,2.094502314814815
51783,2022-10-30T11:52:25.000Z,2022-10-31T15:59:16.000Z,1.1714236111111112
51782,2022-10-30T11:44:01.000Z,2022-10-31T15:58:47.000Z,1.1769212962962963
51781,2022-10-30T11:34:11.000Z,2022-11-02T06:39:45.000Z,2.7955324074074075
51779,2022-10-29T16:07:52.000Z,2022-11-12T12:20:37.000Z,13.800520833333334
51777,2022-10-29T05:31:47.000Z,2022-11-01T08:56:16.000Z,3.1003356481481483
51773,2022-10-28T21:04:50.000Z,2023-01-04T17:03:43.000Z,67.79089120370371
51772,2022-10-28T21:03:30.000Z,2023-03-03T08:18:10.000Z,125.42685185185185
51771,2022-10-28T20:30:39.000Z,2023-01-23T17:57:32.000Z,86.85200231481481
51768,2022-10-28T16:38:10.000Z,2022-11-03T20:43:54.000Z,6.128981481481482
51767,2022-10-28T15:52:55.000Z,2022-11-02T06:42:00.000Z,4.575752314814815
51766,2022-10-28T14:58:36.000Z,2022-11-21T15:48:15.000Z,23.9928125
51764,2022-10-28T14:34:23.000Z,2022-11-02T06:42:23.000Z,4.6305555555555555
51763,2022-10-28T14:29:11.000Z,2022-10-31T10:21:37.000Z,2.786412037037037
51760,2022-10-28T13:59:35.000Z,2022-11-04T09:00:00.000Z,6.750289351851852
51759,2022-10-28T13:18:25.000Z,2022-11-01T08:55:43.000Z,3.7759027777777776
51758,2022-10-28T13:10:27.000Z,2022-10-31T10:22:13.000Z,2.84150462962963
51757,2022-10-28T12:46:15.000Z,2022-11-10T10:08:53.000Z,12.849050925925926
51756,2022-10-28T12:43:06.000Z,2022-12-09T17:43:36.000Z,42.16701388888889
51755,2022-10-28T12:35:05.000Z,2022-10-31T07:39:05.000Z,2.7527777777777778
51754,2022-10-28T12:30:27.000Z,2022-10-31T17:26:00.000Z,3.163576388888889
51753,2022-10-28T12:29:56.000Z,2022-11-04T08:56:06.000Z,6.809837962962963
51751,2022-10-28T11:47:13.000Z,2022-12-05T14:35:03.000Z,38.07488425925926
51750,2022-10-28T11:35:58.000Z,2022-11-01T19:22:32.000Z,4.282337962962963
51749,2022-10-28T11:33:48.000Z,2022-11-23T11:18:56.000Z,25.94800925925926
51748,2022-10-28T11:10:08.000Z,2022-11-02T09:31:58.000Z,4.890162037037037
51747,2022-10-28T11:09:04.000Z,2022-11-22T04:05:29.000Z,24.66417824074074
51746,2022-10-28T10:59:28.000Z,2022-11-24T08:37:25.000Z,26.8596875
51745,2022-10-28T10:57:58.000Z,2022-10-31T07:39:21.000Z,2.8204050925925928
51744,2022-10-28T10:32:03.000Z,2022-10-28T13:06:18.000Z,0.10711805555555555
51743,2022-10-28T10:09:14.000Z,2022-11-07T08:50:36.000Z,9.903726851851852
51742,2022-10-28T10:04:32.000Z,2022-10-28T13:06:10.000Z,0.12613425925925925
51741,2022-10-28T09:30:28.000Z,2022-11-28T09:48:53.000Z,30.971122685185186
51740,2022-10-28T09:09:07.000Z,2022-11-03T09:24:49.000Z,5.969236111111111
51739,2022-10-28T07:30:34.000Z,2022-10-28T11:42:29.000Z,0.17494212962962963
51738,2022-10-28T06:11:40.000Z,2022-11-29T23:03:09.000Z,32.660752314814815
51737,2022-10-28T05:30:31.000Z,2022-11-04T03:33:57.000Z,6.87738425925926
51736,2022-10-28T05:25:30.000Z,2022-11-28T15:00:51.000Z,31.357881944444443
51734,2022-10-28T04:03:30.000Z,2022-10-28T09:51:15.000Z,0.24149305555555556
51730,2022-10-27T20:34:32.000Z,2022-11-08T09:43:46.000Z,11.506412037037038
51729,2022-10-27T20:28:28.000Z,2022-10-31T16:03:19.000Z,3.774201388888889
51727,2022-10-27T18:38:57.000Z,2023-01-15T00:30:01.000Z,79.20212962962962
51726,2022-10-27T17:40:12.000Z,2022-11-11T21:10:26.000Z,15.104328703703704
51725,2022-10-27T17:02:07.000Z,2022-11-05T02:13:55.000Z,8.341527777777777
51721,2022-10-27T16:11:48.000Z,2022-12-08T07:47:10.000Z,41.607893518518516
51719,2022-10-27T15:57:51.000Z,2022-10-29T08:30:01.000Z,1.6890046296296297
51715,2022-10-27T14:23:50.000Z,2022-11-09T09:16:22.000Z,12.744814814814815
51712,2022-10-27T13:08:09.000Z,2022-10-31T16:03:45.000Z,4.080277777777778
51710,2022-10-27T12:53:08.000Z,2022-10-27T15:09:27.000Z,0.09466435185185185
51709,2022-10-27T12:43:36.000Z,2022-10-27T14:57:28.000Z,0.09296296296296297
51708,2022-10-27T11:47:24.000Z,2022-10-31T16:33:29.000Z,4.1570023148148145
51707,2022-10-27T11:13:32.000Z,2022-11-02T21:12:15.000Z,6.374108796296296
51706,2022-10-27T11:03:26.000Z,2022-11-01T11:00:25.000Z,4.956238425925926
51705,2022-10-27T10:36:40.000Z,null,null
51704,2022-10-27T10:04:03.000Z,2022-11-02T21:10:19.000Z,6.421018518518519
